Author_id,First_Name,Middle_Name,Last_Name
280,Isabel,,Wolff
281,Louisa,May,Alcott
282,Margaret,,Drabble
283,George,,Orwell
284,Charles,,Dickens
285,Isabel,,Allende
286,Ellen,,Datlow
287,Terri,,Windling
288,Charles,,Vess
289,Neil,,Gaim
290,Joseph,,Heller
291,John,,Galsworthy
292,Enid,,Blyton
293,Alan,,Moore
294,Kevin,,O'Neill
295,Ben,,Dimagmaliw
296,Sam,,Kieth
297,Mike,,Dringenberg
298,Malcolm,,Jon
299,John,,Bolton
300,Trudy,,Suggs
301,Tom,,Wolfe
302,Brady,,Udall
303,Homer,,Hickam
304,Pearl,,Abraham
305,Sebastian,,Junger
306,Karen,,Armstrong
307,Mary,,Barnard
308,Dudley,,Fitts
309,David,,Brin
310,T.,C.,Boyle
311,T.,Coraghessan,Boyle
312,Plato,,Plato
313,Alexander,,Nehamas
314,Paul,,Woodruff
315,Lynda,,Madaras
316,Dane,,Saavedra
317,Jackie,,Aher
318,Stephen,,Mccauley
319,Isabelle,,Holland
320,Pam,,Conrad
321,Lurlene,,Mcdaniel
322,Brian,,Kaufman
323,John,,Darnton
324,Martin,,Schenk
325,David,,Eddings
326,Leigh,,Eddings
327,Paul,,Reiser
328,David,G.,Hartwell
329,Kathryn,,Cramer
330,Dave,,Barry
331,John,R.,Holt
332,Theodore,,Beale
333,Frank,M.,Robinson
334,Mary,Jane,Clark
335,Mary,,Shelley
336,Robert,,Westall
337,Robert,B.,Parker
338,Rita,Chapman,Works
339,Mark,,Carwardine
340,A.,Manette,Ansay
341,Sarah,,Waters
342,Anne,,Frank
343,Barry,,Lopez
344,Greg,,Palast
345,Andrea,,Kane
346,Nevada,,Barr
347,Margaret,,Maron
348,Edna,,Barker
349,Shelagh,,Rogers
350,Muriel,,Whitaker
351,John,,Irving
352,William,,Golding
353,Hermann,,Stiehl
354,HarperReference,,HarperReference
355,LTD,,LTD
356,Ann,,Patchett
357,Lane,,Smith
358,Sue,Monk; Sue Monk Kidd,Kidd
359,Roseanne,J. Serra,(Co
360,Bob,,Thiele
361,Bob,,Golden
362,Steve,,Allen
363,Colleen,,Mccullough
364,Joanne,,Harris
365,Thomas,,Cahill
366,Michael,,Hudson
367,Jane,,Smiley
368,Dick,,Francis
369,Nora,,Roberts
370,Jean,,Marzollo
371,Walter,,Wick
372,Carol,Devine,Carson
373,Barbara,,Delinsky
374,P.,D.,James
375,Arthur,W.,Upfield
376,Christopher,,Rice
377,Rex,,Stout
378,Joan,,Anderson
379,Vance,,Havner
380,Warren,W.,Wiersbe
381,Max,,Lucado
382,Larry,,Crabb
383,Barry,Neil,Kaufman
384,Bob,,Sjogren
385,Frederick,J.,Moody
386,Neal,,Pirolo
387,William,,Sleator
388,Antoine,De,Saint-Exupery
389,Richard,,Bach
390,Kevin,,Sullivan
391,Michele,,Morgan
392,Scott,,Cunningham
393,David,Allen,Hulse
394,Richard,,Webster
395,Bernard,,King
396,Pat,,Hutchins
397,William,,Shakespeare
398,Roma,,Gill
399,Melissa,,McClone
400,Cheryl,St.,John
401,Lewis,,Carroll
402,Martin,,Gardner
403,Mark,,Twain
404,Mary,Crow,Dog
405,Richard,,Erdoes
406,Linda,,Gordon
407,Florence,,King
408,Alice,,Sebold
409,Spalding,,Gray
410,Thomas,,Harris
411,Edward,,Rutherfurd
412,Margaret,,Atwood
413,Dorothy,,Allison
414,Maya,,Angelou
415,Edith,,Wharton
416,Mary,Brave,Bird
417,John,G.,Neihardt
418,Vine,Deloria,Jr.
419,Roland,,Warren
420,Johnny,,Molloy
421,James,,McCourt
422,Wayne,,Koestenbaum
423,Elizabeth,,Wurtzel
424,Bill,,Bradley
425,Don,Miguel,Ruiz
426,Paul,,Lester
427,Leo,,Tolstoy
428,Simon,,Nye
429,Robert,A,Johnson
430,Marc,,Gascoigne
431,Stephanie,,Maze
432,Sandra,,Dallas
433,Anne,,McCaffrey
434,David,,Gemmell
435,Laura,,Zigman
436,Margaret,,Truman
437,Mark,C.,Young
438,Paula,,Danziger
439,Tony,,Ross
440,Richard,A.,Lupoff
441,Bruce,,Coville
442,Carrie,A.,Bebris
443,Ellen,Carol,Dubois
444,Candice,F.,Ransom
445,Sam,,Bobrick
446,Julie,,Stein
447,Price,Stern,Sloan
448,Anna,,Anna
449,And,,Vogel
450,Malvina,(Editor),Sewell
451,Marian,,Leighton
452,Donna,K.,Grosvenor
453,James,L.,Stanfield
454,Mary,Wollstonecraft,Shelley
455,D.,J.,Arneson
456,Eva,,Clif
457,Valerie,,Block
458,Luanne,,Rice
459,Ellen,,Gilchrist
460,Tim,,Gautreaux
461,Richard,,Russo
462,Jostein,,Gaarder
463,Anna,,Quindlen
464,Diane,,Johnson
465,Wally,,Lamb
466,Adeline,Yen,Mah
467,Barbara,,Ehrenreich
468,Dorothy,,Dunnett
469,John,,LeCarre
470,Singer,Media,Corporation
471,Emily,,Dickinson
472,Hazel,,Harrison
473,Joseph,,Girzone
474,Joseph,F.,Girzone
475,Lorraine,,Anderson
476,Ad,,Hudler
477,Josephine,,Carlton
478,Ted,L.,Nancy
479,Jerry,,Seinfeld
480,Francis,,Wheen
481,Ellen,,Rimbauer
482,Joyce,,Reardon
483,Steven,,Rimbauer
484,Sidney,,Sheldon
485,Christopher,,Moore
486,Pamela,,Johnson
487,Robert,,Lacey
488,Tim,,Dorsey
489,Jodi,,Compton
490,Elmore,,Leonard
491,Lynn,,Coady
492,John,,Lawton
493,Eileen,Yin-Fei,Lo
494,Tilden,,Edwards
495,Vikram,,Seth
496,Elizabeth,,Gaskell
497,Elizabeth,Porges,Watson
498,Anita,,Diamant
499,Lauren,,Haney
500,Gerald,,Stern
501,Martha,,Grimes
502,Henry,,James
503,Sarah,Orne,Jewett
504,William,Carlos,Williams
505,Rh,Value,Publishing
506,Harry,,Kemelman
507,Mil,,Millington
508,Suzanne,G.,Farnham
509,Joseph,P.,Gill
510,R.,Taylor,McLean
511,Czeslaw,,Milosz
512,Margaret,,Guenther
513,Roberto,,Juarroz
514,Mary,,Crow
515,Hans,,Kmoch
516,Barnie,F.,Winkelman
517,Emma,,Mclaughlin
518,Nicola,,Kraus
519,Paul,,Jennings
520,Mark,E. Neely,Jr.
521,Stephen,J.,Weininger
522,Frank,R.,Stermitz
523,Larry,,Katzenstein
524,David,,Steinman
525,Alfie,,Kohn
526,Paula,Polk,Lillard
527,David,,Lewis
528,Billie,,Livingston
529,Adele,,Lang
530,Jen,,Banbury
531,Patricia,Daniels,Cornwell
532,Catherine,,Coulter
533,Dominick,,Dunne
534,Clive,,Cussler
535,John,,Pascal
536,Carl,,Hiaasen
537,Diane,,Stevenson
538,Jonathan,Safran,Foer
539,Francesca,,Marciano
540,Julia,,Glass
541,Tawni,,O'Dell
542,Jennifer,,Weiner
543,Danielle,,Steel
544,Leon,,Hale
545,Russell,,Banks
546,Samuel,Taylor,Coleridge
547,BRADLEY,P,WARSHAUER
548,Bradley,P.,Warshauer
549,Bobbie,Ann,Mason
550,Karen,,Robards
551,Emma,,Lathen
552,Faye,,Kellerman
553,Jacquelyn,,Mitchard
554,Diane,Mott,Davidson
555,Candace,,Bushnell
556,Kristin,,Hannah
557,Michael,,Marshall
558,Allen,,Widome
559,Wilbur,,Smith
560,Mike,,Thaler
561,Jared,,Lee
562,Michael,,Slade
563,John,,Sandford
564,John,,Camp
565,Tami,,Hoag
566,Ted,,Dekker
567,Angela,,Hunt
568,C.,S.,Lewis
569,C.,S,Lewis
570,Will,,Eisner
571,Robin,,Cook
572,E.,Lynn,Harris
573,Linda,,Goodman
574,Anne,,Rice
575,Judith,,Rossner
576,Marilyn,,French
577,Wayne,W.,Dyer
578,Armistead,,Maupin
579,Julie,,Morgenstern
580,Peter,,Straub
581,James,,Maybrick
582,Shirley,,Harrison
583,Barbara,Taylor,Bradford
584,Lisa,,Jackson
585,Sharyn,,McCrumb
586,Cokie,,Roberts
587,Shana,,Corey
588,Mark,,Teague
589,Jesse,S.,Ostrow
590,Charles,,Shaw
591,Justine,,Korman
592,Bill,,Langley
593,Ron,,Dias
594,Walt,Disney,P
595,Patricia,Reilly,Giff
596,Beverly,,Cleary
597,K.A.,,Applegate
598,Jane,,Yolen
599,Golden,,Books
600,Marvin,,Miller
601,Craig,,Boldman
602,H.,G.,Wells
603,Raymond,,James
604,Jim,,Deal
605,Bobbie,,Kalman
606,Mercedes,,Lackey
607,Dorothy,,Gilman
608,MoveOn.org,,MoveOn.org
609,Christopher,,Finch
610,Charles,,Frazier
611,Julia,,Spencer-Fleming
612,Fannie,,Flagg
613,Laura,Ingall,Wilder
614,Frank,,McCourt
615,Brooke,,Zimmer
616,John,,Fontana
617,Lisa,,Gardner
618,Tracy,,Dockray
619,Gertrude,Chandler,Warner
620,Lynn,S.,Hightower
621,Eric,,Schlosser
622,Suzanne,,Brockmann
623,Gail,Carson,Levine
624,Frances,,Kuffel
625,Susan,,Conant
626,David,,Schickler
627,Judith,,McNaught
628,JANET,,EVANOVICH
629,Sylvia,,Plath
630,Ilona,,Koidahl
631,Fern,,Michaels
632,Betsy,,Byars
633,Bruce,,Sterling
634,Sarah,Ban,Breathnach
635,Alice,,Hoffman
636,Lisa,,Scottoline
637,Spencer,,Johnson
638,Kenneth,,Blanchard
639,David,,Feldman
640,Kas,,Schwan
641,Richard,,Bausch
642,Katie,,Fforde
643,James,,Burke
644,Bliss,,Broyard
645,Sara,,Paretsky
646,Charles,,Webb
647,Elizabeth,,Benedict
648,Stanley,Morison; Brooke Crutchley (editor); Mike,P
649,Henry,,Miller
650,David,,Whyte
651,Thomas,,Cummings
652,Warren,,Bennis
653,Gretchen,M.,Spreitze
654,Martha,,Beck
655,Desmond,,Tutu
656,Clayborne,,Carson
657,Kris,,Shepard
658,Andrew,,Young
659,Jack,,Kerouac
660,Ann,,Charters
661,Martin,,Buber
662,Walter,,Kaufmann
663,Niccolò,,Machiavelli
664,N.,H.,Thompson
665,Paul,,Monette
666,Ernest,,Hemingway
667,Melody,,Carlson
668,Alisa,,Kwitney
669,Billie,,Letts
670,Melissa,,Bank
671,Rena,Kornreich,Gelissen
672,Heather,Dune,Macadam
673,Moon,Unit,Zappa
674,Ted,,Mooney
675,Susan,,Wiggs
676,Gwyn,Hyman,Rubio
677,Elisabeth,,Robinson
678,Audrey,,Niffenegger
679,Tim,,Farrington
680,Chaim,,Potok
681,Scott,,Spencer
682,V.,S.,Naipaul
683,Jean,,Giono
684,Anne-Marie,,Marina-Médiavilla
685,Alain-Fournier,,Alain-Fournier
686,Daniel,,Leuwers
687,Erich,Maria,Remarque
688,Alzir,,Hella
689,Olivier,,Bournac
690,Roy,,Lewis
691,René,,Barjavel
692,Alexandra,,David-Néel
693,Charles,,Baudelaire
694,Marie-Jeanne,,Durry
695,Yves,,Florenn
696,Jacques,,Chambon
697,Henri,,Robillot
698,Radiguet,,Radiguet
699,Emile,,Zola
700,Henri,,Mitterand
701,Willi,,Glasauer
702,Louis,,Pergaud
703,Collectif,,Collectif
704,Robert,A. (Anson),Heinlein
705,Sten,,Nadolny
706,Cheryl,,Benard
707,Edit,,Schlaffer
708,Christa,,Wichterich
709,John,,Blofeld
710,Christine,,Obbo
711,Peter,B,Heim
712,Hera,,Lind
713,Jane,,Hamilton
714,Jack,,Higgins
715,Max,Allan,Collins
716,David,,Guterson
717,Bernhard,,Schlink
718,Carol,Brown,Janeway
719,Eric,Jerome,Dickey
720,Patricia,,Gaffney
721,Richard,Paul,Evans
722,Marc,,Levy
723,Laney,Katz,Becker
724,Vladimir,,Nabokov
725,Jennifer,,Lauck
726,Joe,,Keenan
727,Jeanne,,Ray
728,Tony,,Parsons
729,Jane,,McCafferty
730,Laura,,Esquivel
731,Cathleen,,Toelke
732,Carol & Thomas,,
733,J.R.R.,,Tolkien
734,Venise,,Berry
735,Jan,,Karon
736,Cormac,,McCarthy
737,Carol,Higgins,Clark
738,Andrew,,Gross
739,Travis,,Thrasher
740,John,,McEnroe
741,John,,Kaplan
742,Sally,,Mandel
743,Linda,Lay,Shuler
744,Janet,,Dailey
745,Claude,,Lanzmann
746,Simone,De,Beauvoir
747,Lemony,,Snicket
748,Brett,,Helquist
749,Matthew,,Thomas
750,Boris,,Vian
751,Noël,,Arnaud
752,Claude,,Couffon
753,Luis,,Sepulveda
754,Hubert,,Selby
755,Jacob,,Weisberg
756,David,,Lodge
757,Lily,,Seafield
758,Philip,,Ardagh
759,Iain,,Banks
760,David,,Crombie
761,John,,Steinbeck
762,Michael,,O'Mara
763,Richard,,Brassey
764,William,,Vance
765,Jean,Van,Hamme
766,R.,W.,Holder
767,From,The Editors Of,Southwater
768,Bernard,,Werber
769,Andy,,Sloss
770,Allan,Zola,Kronzek
771,Elizabeth,,Kronzek
772,Charles,L,Squire
773,Gordon,,Jarvie
774,Alan,,Spence
775,Helene,,Siegel
776,Karen,,Gillingham
777,A,A,Milne
778,A.,A.,Milne
779,Eric,,Thompson
780,Elizabeth,,Strout
781,David,,Sedaris
782,Leslie,,Feinberg
783,Chris,Anne,Wolfe
784,Lauren,,Sanders
785,Gael,,Baudino
786,Lauren,,Maddison
787,Carol,,Anshaw
788,Jean,,Stewart
789,Emma,,Donoghue
790,Deborah,E.,McDowell
791,Karen,X.,Tulchinsky
792,Jill,,Thompson
793,Jody,,Seay
794,Manda,,Scott
795,Jeff,,Foxworthy
796,Terry,,Brooks
797,A.C.,,Crispin
798,Madelyn,,Arnold
799,Tamora,,Pierce
800,Carolyn,,Chute
801,Sara,,Orwig
802,Melisa,,Michaels
803,Isobel,,Bird
804,Frederik,,Pohl
805,C.,M.,Kornbluth
806,Vonda,,McIntyre
807,John,,Varley
808,Nancy,,Garden
809,Nicola,,Griffith
810,Julie,,Campbell
811,Lee,,Smith
812,Jacqueline,,Woodson
813,Pat,,Summitt
814,Richard,,Belzer
815,Nick,,Hornby
816,Colleen,,McCullough
817,Andrew,L,Johnson
818,Marian,,Babson
819,Kathleen,O'Neal,Gear
820,W.,Michael,Gear
821,Paul,,Phifer
822,Peter,,Hoeg
823,Erma,,Bombeck
824,John,,Mortimer
825,E.L.,,Doctorow
826,Simon,,Schama
827,Frank,,Waters
828,Karen,,Hesse
829,Kenneth,,Oppel
830,S.D.,,Schindler
831,Carol,Ryrie,Brink
832,Richard,,Mantel
833,K.,A.,Applegate
834,Pauline,,Baynes
835,Shelly,,Roberts
836,Diane,,Duane
837,Carolee,,Brockman
838,Rachel,,Roberts
839,Shelley,,Roberts
840,Lensey,,Namioka
841,Jackie,Eileen,Behrend
842,Andrew,,Clements
843,Brian,,Selznick
844,Lois,,Lowry
845,Brother,,Yun
846,Paul,,Hattaway
847,Katherine,,Khodorowsky
848,Milena,,Moser
849,Patricia,,Highsmith
850,Gabriele,,Conrad
851,Lore,,Straßl
852,Jürgen,,Speh
853,Till,R.,Lohmeyer
854,Gabriele,,Gabriele
855,Stephen,R.,Donaldson
856,Todd,,Herzog
857,Sander,,Gilman
858,John,,Borneman
859,Robert,S.,McElvaine
860,Bram,,Stoker
861,Michael,A.,Stackpole
862,Langston,,Hughes
863,Carol,,Matthews
864,Carole,,Matthews
865,Jacqueline,L.,Tobin
866,Raymond,G.,Dobard
867,Maude,S.,Wah
868,Marion,Zimmer,Bradley
869,Andrei,,Codrescu
870,Carolyne,,Aarsen
871,Jack,,Chapman
872,Anthony,J,Alessandra
873,Charles,R,Swindoll
874,Orson,Scott,Card
875,V.,A.,Howard
876,J.,H.,Barton
877,Steve,,Pieczenik
878,Walter,P.,Wilson
879,Bruce,,Fries
880,Marty,,Fries
881,Rush,,Limbaugh
882,Anne,,Dingus
883,Kate,,Chopin
884,Kirk,,Kazanjian
885,Donald,Merriam,Allen
886,William,R.,Maples
887,Michael,,Browning
888,Carl,,Hausman
889,Richard,,Peck
890,Michael,,Connelly
891,John,,Lescroart
892,John,,Jakes
893,Alice,,McDermott
894,Hilary,,Bailey
895,Howard,,Fast
896,Jessica,,Fletcher
897,Donald,,Bain
898,Eileen,,Goudge
899,Arnette,,Lamb
900,Piers,A.,Jacob
901,Michael,,Schulte
902,Walter,,Cronkite
903,Tom,,Mula
904,Lois,Faye,Dyer
905,Sharon,,Lamb
906,Sir,Arthur Conan,Doyle
907,Agatha,,Christie
908,Mark,,Cohen
909,Sherry,,Shahan
910,Betsy,,Haynes
911,Helen,R.,Myers
912,Della,,Rowland
913,Irving,,Adler
914,Elizabeth,,Peters
915,Shirlee,,Busbee
916,Emily,,Brontë
917,Frank,,Peretti
918,John,A.,Keel
919,Jan,,Gabriel
920,Rebecca,,Winters
921,Meg,,Cabot
922,Tanith,,Lee
923,Cathy,,Thacker
924,Richard,,Burton
925,Beverly,,Hastings
926,Savinien,Cyrano De,Bergerac
927,G.,,Strachan
928,James,C.,Robertson
929,Teresa,,Southwick
930,Barbara,H.,Solomon
931,Judith,,Guest
932,Sandra,,Field
933,Helen,,Brooks
934,Blanche,Fisher,Wright
935,Blanche,Fish,Wright
936,George,,Gately
937,Dean,R.,Koontz
938,James,Lee,Burke
939,Michael,,Chabon
940,Barbara,,Michaels
941,Norton,,Juster
942,Jules,,Feiffer
943,Michael,,Blake
944,John,,Bellairs
945,Carole,Nelson,Douglas
946,William,,Goldman
947,Marc,,Reisner
948,Mark,,Bowden
949,Jonathan,,Pearce
950,Emily,,Bronte
951,Alain,De,Botton
952,Chuck,,Palahniuk
953,E.,Annie,Proulx
954,Adam,,Davies
955,Harry,M.,Walker
956,Nicholas,,Evans
957,L.M.,,Montgomery
958,Hermann,,Vinke
959,David,,Mitchell
960,Charles,,Bukowski
961,Haruki,,Murakami
962,Jay,,Rubin
963,Frances,Hodgson,Burnett
964,Gabriela,,Dellosso
965,Patricia,C.,Wrede
966,Jack,,London
967,Alex,,Kershaw
968,Bruce,,Wilkinson
969,David,,Kopp
970,Malcolm,,Goodway
971,Ann-Marie,,MacDonald
972,Linda,,Howard
973,Sue,,Miller
974,Sheri,S.,Tepper
975,Dr.,,Seuss
976,Theodor,Seuss,Geisel
977,Tobias,,Wolff
978,Isaac,Bashevis,Singer
979,Maurice,,Sendak
980,Gary,,Zukav
981,Alfred,H.,Kelly
982,Herman,,Belz
983,Winifred,A.,Harbison
984,John,M.,Cooper
985,D.,S.,Hutchinson
986,John,M.,Coop
987,B,,Kliban
988,Judy,,Blunt
989,William,,Trevor
990,Alice,,Walker
991,Stephen,,Gazi
992,Wallace,,Stegner
993,Don,,DeLillo
994,Ralph,,Ellison
995,Shel,,Silverstein
996,Jhumpa,,Lahiri
997,Liz,,Trigg
998,Tessa,,Evelegh
999,Stewart,,Walton
1000,Sally,,Walto
1001,Charles,,Sullivan
1002,Tom,,Robbins
1003,Ursula,,Hegi
1004,Samuel,,Richardson
1005,George,,Sherburn
1006,Valerie,,Martin
1007,Gill,,Farrer-Halls
1008,John,,Mordock
1009,Myron,,Korach
1010,Susan,,Bowes
1011,Diana,,Gabaldon
1012,Zadie,,Smith
1013,Natalie,,Goldberg
1014,Sue,,Grafton
1015,William,J.,Kennedy
1016,Bob,,Shacochis
1017,Randy,,Alcorn
1018,Nancy,,Cobb
1019,Connie,,Grigsby
1020,Margriet,De,Moor
1021,Helga,Van,Beuningen
1022,Dale,,Carnegie
1023,Clifford,,Stoll
1024,Sandra,,Cisneros
1025,Gary,,Paulsen
1026,Marguerite,,Henry
1027,Wesley,,Dennis
1028,Sherry,,Garland
1029,Ann,,Druyan
1030,Kimberly,,Kirberger
1031,Ariella,,Papa
1032,Michael,J.,Rosen
1033,Dawn,,Chipman
1034,Pamela,,Nelson
1035,Mari,,Florence
1036,Naomi,,Wax
1037,Shannon,,Olson
1038,Naylor,,Naylor
1039,Karen,,Stolz
1040,Clare,,Naylor
1041,Stephen,,Chbosky
1042,Margaret,,Weis
1043,Tracy,,Hickman
1044,Ivan,,Doig
1045,Margaret,Sayers,Peden
1046,Sylvia,,Nasar
1047,Ha,,Jin
1048,Elizabeth,,Laird
1049,Harlan,,Ellison
1050,Margaret,Sayers Peden From The,Span
1051,David,M.,Gitlitz
1052,Dr.,Linda Kay,Davidson
1053,Wolfgang,,Hohlbein
1054,Christoph,,Hein
1055,Gaby,,Hauptmann
1056,Carolyn,,See
1057,Christa,,Wolf
1058,Thomas,,Brussig
1059,Piers,,Vitebsky
1060,Christopher,A.,Weidner
1061,Robert,,Silverberg
1062,Gabriele,,Haefs
1063,Christopher,,Tolkien
1064,H.P.,,Lovecraft
1065,Pamela,,Grim
1066,Arthur,C.,Clarke
