Author_id,ISBN10
589,0590870157
590,0590870157
591,0307001164
592,0307001164
593,0307001164
594,0307001164
595,0440441501
596,0590687301
597,0439061644
598,0439569842
588,0439569842
599,0307118703
600,0590418858
601,030720152X
602,0816728739
603,0816728739
604,0816728739
605,0865050880
606,0812519655
606,0812524853
607,0449211770
608,193072229X
606,0812521129
609,0345251733
610,1400077826
611,0312995431
611,0312312628
612,0446394521
613,0590021117
614,068484267X
615,068484267X
616,068484267X
617,0553578693
596,0380709260
618,0380709260
619,0807565288
611,0312986769
94,0345413377
94,0345413369
94,0679893105
620,0061096091
585,0345369068
585,0451184718
607,0449209121
621,0060938455
622,080411952X
623,0060575808
623,0060558865
624,0767912918
625,0553298860
626,0385335679
64,0440122090
627,0671525832
189,0553279572
628,0061009059
629,0060930187
630,0516076272
50,0679450432
631,0821775863
631,0821770209
632,0670855758
633,0553562819
130,0446364193
634,0446519138
635,0425179672
636,0061042943
637,0399144463
638,0399144463
155,0965404560
639,006015781X
640,006015781X
641,0060930705
642,0312206763
643,0316116025
644,0156013967
645,0385314019
646,0743444167
647,0618231617
648,1567920047
649,0811203220
650,1573229148
651,0787955671
652,0787955671
653,0787955671
654,0425174484
655,0385496907
656,0446523992
657,0446523992
658,0446523992
659,0140185216
660,0140185216
661,0684717255
662,0684717255
663,0486272745
664,0486272745
665,0062507249
666,0684801221
667,1576737357
668,0060083298
669,0446672211
670,0140293248
671,0807070718
672,0807070718
673,0743213831
674,0345305477
675,0061080519
676,0142000205
677,0316735027
678,193156146X
136,015600710X
679,0062517856
52,0679767789
680,0449911683
681,0425169626
680,0449207757
680,0449245691
682,0140029400
682,0140021566
683,2253004022
684,2253004022
685,2253005274
686,2253005274
687,225300670X
688,225300670X
689,225300670X
690,2266084372
691,2070362388
692,2266029460
693,2253007102
694,2253007102
695,2253007102
189,2070417743
696,2070417743
697,2070417743
698,2266033689
699,2070384349
700,2070384349
683,207053880X
701,207053880X
702,2070334368
703,2290314951
704,229000510X
705,3492207006
706,3499177757
707,3499177757
708,3889774016
709,3502670005
710,0905762487
708,3499222604
711,3746670055
57,0140620427
712,3596144434
222,3442724686
46,3442724686
134,0385504209
237,0446525502
713,0385500769
714,0399147012
181,0670892963
340,0688180639
136,0316789089
715,0451197275
330,0425184129
716,0151001006
25,0385505833
717,0679442790
718,0679442790
719,0525943862
556,0609605925
720,0060191929
61,0743206045
373,0684864843
721,0684867818
722,0743406176
723,0380978539
351,0679603352
724,0679410430
237,0446523569
725,0671042556
50,0679450440
726,0140107649
727,0609606727
237,0446527793
237,0446531332
728,1570717257
729,0060192631
730,0385420161
731,0385420161
0,0385420161
733,0345339711
734,052594463X
305,039304016X
369,0399147128
735,0670031046
736,0394574745
130,0316969443
61,0743230051
737,0743230051
130,0316693200
738,0316693200
721,0684868911
739,0842336214
740,0399148582
741,0399148582
373,0684864320
719,0525944834
742,0345428900
743,0451176812
139,0671525794
368,0718144538
744,0446602086
745,0394551427
746,0394551427
747,0064407667
748,0064407667
749,0007100221
750,2253148539
751,2253148539
150,2253043974
752,2253043974
753,2020315491
754,0747549923
755,0743462335
756,0140253580
757,0947782141
758,057120354X
759,0349101779
755,0743222229
760,185479549X
761,0140292918
762,1854795554
763,1858813093
764,2871290911
765,2871290911
766,0198604025
767,1842151053
768,2253063339
769,1860198597
770,0767908473
771,0767908473
772,1842040154
773,0140622063
758,0571209521
750,2264009306
774,1841952931
775,0890877564
776,0890877564
777,1405200677
778,0416196772
779,0747538069
780,0375501347
545,0060927240
781,0316776963
782,156341029X
268,0060934719
783,1886383421
784,1888451084
785,0451450256
786,1555835953
787,0395877563
788,0962893862
789,1555834531
790,0393318435
791,0889740828
413,1563410443
792,1563899388
793,1563411148
794,0553579681
794,0553579673
60,0451181379
795,0786889160
796,0345370740
797,0553574175
797,0553574167
797,0553574159
798,0312287240
799,0679801146
800,0446300101
801,0821750410
60,0425142485
802,0451456548
803,0060006048
804,0312906552
805,0312906552
806,0440117291
807,0425049981
808,0374386676
376,0786886463
809,0345395379
171,0380788497
810,0307215342
808,0374343381
811,0345403339
812,0440226694
812,0440219604
813,0767903285
814,0345429176
410,038529929X
815,1573229571
177,0345418778
816,0517201658
143,0743211383
337,039914370X
817,1884777805
818,0312977905
819,0812521331
820,0812521331
60,0451205421
821,0894342789
822,0440218535
823,0449207595
824,0670844594
825,039457513X
826,0394559487
827,0804001944
828,0590897985
829,0689832877
830,0689832877
831,0689829698
832,0689829698
833,0439042917
568,0064409457
834,0064409457
568,0064405052
834,0064405052
835,043922165X
836,0152162445
836,0152162577
836,015216250X
837,1562477528
838,0439221676
839,0439221684
838,0439221684
838,0439221714
838,0439221706
838,0439221730
840,0440415993
841,0895872102
842,068983585X
843,068983585X
177,0345391802
844,0440219078
845,185424597X
846,185424597X
847,2080105434
848,349913358X
849,3257201761
116,3404121686
850,3404121686
851,3404121686
116,3404118960
852,3404118960
853,3404118960
854,3404118960
855,0345356578
855,0345346971
717,0753804700
143,0451155750
481,0786890436
482,0786890436
143,0786890436
856,0415928087
857,0415928087
858,0521427150
859,0812923278
860,0884111342
861,0345428544
177,0671694049
862,080901582X
247,0449006557
863,0373250339
864,0380820447
865,0385497679
866,0385497679
867,0385497679
868,0451454243
869,0941423042
870,0373871562
106,0553101439
871,0898151910
872,0835949362
873,0880701102
146,039914563X
874,0312853238
875,0688048730
876,0688048730
146,0425161722
877,0425161722
25,0385493800
878,0849916399
879,1928791107
880,1928791107
881,067175145X
25,0440211727
882,0877192820
883,0380002450
884,0793133955
885,0394178017
146,0425134350
886,0385479689
887,0385479689
888,0380754851
889,0380538504
890,044661162X
627,0671742566
184,0515122408
891,0440222818
892,0451204050
893,038533334X
894,0449131548
895,0440120470
896,0451188209
897,0451188209
232,0440130913
436,0449001954
50,0345404777
898,0451185277
543,0440224829
899,0671779338
532,0515134368
188,0380759497
900,0380759497
574,3442098424
901,3442098424
902,0394578791
903,1558505377
904,0373245696
905,0743201078
906,068983571X
907,0553256785
908,0892967994
909,0061064505
910,0061064505
911,1551668785
912,0836230868
913,0381999866
914,0380817144
915,0380752115
916,0553212583
484,0446364762
571,0425166619
917,061312975X
918,0765341972
919,0590514776
920,0373037430
921,0064472779
922,0553581279
923,0373750013
924,0393030342
565,0553561618
271,0312422156
925,0425139069
926,0450029956
927,0450029956
928,0130139165
929,0373196741
883,0451524489
930,0451524489
931,0140065172
25,044022165X
932,0373123485
933,0373123108
934,0590225170
935,0590225170
571,0399143165
936,044132231X
937,0425124347
938,0786889705
939,0312282990
940,0425137945
940,042512892X
940,0425113892
941,0394820371
942,0394820371
943,0449134482
944,014036336X
536,0375821813
945,0812516826
946,0345348036
947,0679420118
948,0871137380
949,0741409690
949,0741407213
949,0759612277
949,0741402858
949,1585007366
949,074141127X
949,0741403471
949,0741403781
949,0741403056
949,0741405784
949,0741402912
242,0553568760
50,034538184X
950,0140620125
57,0140620109
951,0375420827
177,0671745530
952,0805062971
950,0553211412
953,0671510053
954,1573229385
955,0945397410
956,0385334036
221,0060914653
188,0345347536
957,055321313X
958,3473540420
959,0375507256
538,0060529709
960,0876850867
659,0140274154
961,0679743464
961,0375704027
962,0375704027
963,0874067391
964,0874067391
965,0590484753
966,0451527038
967,0451527038
968,1590520777
969,1590520777
965,0590484672
970,0975311255
971,0743237188
133,0553586122
617,0553584510
631,0345341201
972,1551662744
232,0440175623
232,0440216842
973,0345443284
974,0553285653
975,0394800133
976,0394800133
977,0060972777
978,0064401472
979,0064401472
71,0156001942
980,055326382X
351,0345418018
666,0684801469
981,0393961192
982,0393961192
983,0393961192
699,9997522052
312,0872203492
984,0872203492
985,0872203492
986,0872203492
212,0312420145
987,0911104542
988,0375401318
989,0140253602
990,0671789422
991,1566193966
992,014016930X
993,0140077022
994,0679732764
285,0553273604
285,0553273914
995,0060256672
996,039592720X
997,1859671500
998,1859671500
999,1859671500
1000,1859671500
1001,0810935627
151,0060928336
465,0671003755
1002,0553268449
1003,0684844729
1004,0395051649
1005,0395051649
1006,0375705228
150,038001503X
1007,0835607860
1008,158574218X
1009,158574218X
1010,0806996021
1011,0440215625
781,0316777730
1012,0375501851
1013,0877733759
1014,0805019367
1015,0140070206
1016,0140236589
761,0140042393
1017,1590520653
1018,1590521994
1019,1590521994
1020,3446202218
1021,3446202218
578,3499134446
1022,067142517X
1023,0671726889
130,0446601241
143,0451124340
574,0345384466
130,0446604801
574,0345422392
1024,0679734775
1025,0440414717
1026,0689715625
1027,0689715625
922,0812539389
1028,0152013369
940,0425124819
80,0345409469
1029,0345409469
1030,1558747346
1031,0373250177
1032,0763615382
1033,0965975401
1034,0965975401
1035,0965975401
1036,0965975401
1037,0141001771
1038,068930935X
454,0451523369
1039,0786884622
1040,0449005569
1041,0671027344
1042,0786927089
1043,0786927089
1044,0684831058
285,006019491X
1045,006019491X
1046,0684819066
1047,0375420673
1048,0140368558
1049,0395353416
285,0066211611
1050,0066211611
1051,0312254164
1052,0312254164
1053,3453147243
1054,3746611229
1055,3492229336
1056,3453177800
1057,3423009152
1058,3596133319
1059,3822813397
1060,3426871874
1061,3453171977
462,3423620005
1062,3423620005
733,034537522X
733,0345375211
1063,0345375211
1064,034545829X
659,0140042520
268,0380789035
1065,0446677574
1066,0345358791
578,0060964049
1067,0380558483
1068,1558171398
1069,0425121046
1070,0441317502
1071,0804102279
1072,0812551389
1073,0345298985
855,0345316991
855,034531042X
855,0345310306
855,0345310292
855,034531011X
1074,0679734058
714,0451130448
1075,0553266500
410,0440206154
40,0345370775
1076,0441366945
1077,0441366945
1078,0441366945
1079,0441366945
1080,0553574833
1081,0553574833
1082,0915950839
1083,0060242388
1084,0452265347
631,0743457943
369,0373484224
1085,0553205757
1086,0060171510
1087,0312421001
1088,0786000988
268,0380789019
1089,0451135989
816,0380018179
1090,0679004785
1091,0684825821
1092,0517395754
1093,067101420X
222,0679457313
1094,0394557433
1095,0553571656
498,0312169787
1096,0942257324
1097,0805008950
1098,0786866276
1099,0151000638
8,0151000638
1100,0140266771
990,015644450X
724,0679723420
1101,0441004016
1102,0671500546
270,0140620338
546,0460878263
1103,0460878263
200,3257061269
1104,3257061269
1105,3453210999
1106,3404126661
237,3453177622
1107,3453177622
1108,3453863593
1109,3499108518
1110,3518367064
1041,3453199766
1111,3746670144
1112,3746670144
1053,3453088433
1113,0425137015
1114,0425137015
1115,0425137015
1116,0425137015
1117,0553572490
106,0553576976
1118,0451450604
1119,0441001335
1120,0451454677
1121,0373257074
1122,0441435351
1123,0373092237
1124,0373057296
1125,0373058446
759,0349103232
221,0571197779
1126,0679745653
495,0571200389
1127,0785268480
1128,0785268480
1129,0785268480
1130,014044503X
1131,014044503X
1132,014044503X
1133,0851707777
1134,0006276199
1134,0551031123
1134,0551030682
1134,0551032510
1135,0551032510
1136,000649840X
86,0140431268
225,0099771519
1137,0486265862
137,067102535X
960,0876855575
1138,0330376136
1139,0140272658
1140,3407780028
1140,3407780117
1141,3257250398
1142,3257250398
1141,3257250053
1142,3257250053
1143,3257250460
1144,3442435951
1145,3442435838
1146,3442435838
1147,3608919724
1148,3608919724
1149,3608919724
1150,3453132262
1151,3453132262
1152,379411664X
1153,379411664X
1140,340780573X
1154,3407805853
952,0385720920
952,0385498721
1155,0972948503
1156,0972948503
485,0380813815
79,2070372294
1157,2264030542
1158,0030615321
1159,0836217632
1160,0140099832
253,0385314744
1161,0316107417
1162,0894803700
368,0449221164
1163,0553801031
965,0590457225
1164,0316929190
1165,0553052845
281,0140390693
1166,0140390693
1167,0140390693
1168,0439404371
1169,0439404371
1170,0939766027
1171,0939766027
1172,0679741011
1173,0345307674
93,0425071421
433,0345297687
281,0766607119
1174,0766607119
1175,0766607119
1176,1573225789
1177,0380754843
1178,0380754843
433,0345368940
1179,0345331605
1180,0425050807
1181,044100962X
342,0553296981
1182,0553296981
1183,0553296981
1184,1895383129
1185,0375724575
1186,067163884X
1187,0553140434
1188,0029087104
1189,0425050750
796,0345285549
1190,0345285549
796,0345290240
188,0345301870
143,0451169530
77,067168390X
279,0385335881
279,0385335482
351,0553258001
1191,0671679627
1192,0375704043
870,0373871279
1193,0373484070
467,0805063889
1194,068986020X
1195,0671568809
1196,1573228567
458,0553582658
1197,051513399X
369,0373218400
1198,0449217868
1199,0671573020
1200,0517006456
1201,0786867086
1202,0786867086
1203,1569471800
1204,0374216495
1205,0312274572
1206,0316825336
1207,0871137631
1208,0679419152
152,0060192895
1209,0826308791
1210,0140259198
1211,0345435249
268,0441003257
256,0441003257
585,0451202503
237,0446606812
1212,0671028375
1213,0451181468
346,0399149759
1214,0345384733
1215,0671759361
1216,0830724982
571,0399146008
1217,3442720001
1218,0515132632
1219,044990671X
1220,0688124402
1221,0929587081
1222,155970117X
1223,155970117X
1224,0688105408
1225,0871130297
1226,0440500095
1227,1570362084
55,0060930535
1228,0375702709
1229,044990928X
1230,0671038184
1231,0060916508
1232,0756401453
1233,0963270702
1234,0399242562
1235,0552996009
433,0708881297
1236,0708881297
761,0142000663
94,0590542443
94,0590112899
94,0590660543
351,0345361792
1237,0552999512
1238,041619513X
1239,0855030224
292,0861638522
1240,0861638522
1241,0575073314
1241,0575073004
1242,0394404289
1243,000636988X
1244,1578562333
1245,0345458915
1246,038531258X
172,006092988X
1247,0140317937
1248,0140317937
1249,0743225406
1250,0553256696
1251,0553256696
1252,0553256696
1253,0785263780
1254,0785263780
1255,0802433243
52,0375413081
1256,1400034779
1257,038533303X
1089,0451163753
1258,0440414520
1259,0786885688
1260,0671880187
1261,1558506454
1262,0895773538
1263,0385247745
1264,0385247745
232,0385293542
1265,0802069347
1266,0671721038
441,0671311891
796,0345387007
1267,037570504X
1235,0767902521
1268,0892967048
1269,0553377868
1270,0553377868
1271,0472113658
1272,0609608444
1273,0670032425
1274,0915811332
18,1558744606
19,1558744606
20,1558744606
8,080410753X
403,0451526503
733,0345325818
1275,044023767X
1276,014131088X
1277,043909013X
1278,0140244824
1279,155643068X
1279,096478260X
1280,096478260X
1279,155643152X
1281,0553346768
1282,0884043142
1283,0743221990
1284,0312983212
1285,0553486411
1286,3478088534
1287,3821807059
1288,0865532168
1289,059040640X
963,1566197155
1290,0805210318
1291,0805210318
1292,031227999X
25,0385508417
25,0385510438
1293,0848705459
346,0380723638
1294,0718001044
1295,0307132668
1296,0812515722
1297,0373169876
1298,0890842795
1299,0385324057
189,9505470010
1300,0609602535
534,0425185710
1301,0061030651
714,0425178773
1302,0553575619
1303,0671578391
1304,0425095584
1305,0451409086
1284,031298250X
1301,006109594X
177,0671527215
1306,0486203077
1307,0671522817
1308,0618074716
1309,1400062888
1310,0618045996
1311,0312303033
1312,1931520038
1119,0671318314
1002,0553377876
1313,1558612815
735,014025448X
356,0060934417
61,0671793489
397,0174434642
1314,0174434642
1315,0679772677
109,0312983824
556,0449149676
556,0449006344
458,0553568183
1316,0451191153
1317,0451191153
956,0440224624
57,0451523067
1318,0451523067
542,0743418174
57,0451526295
282,0451526295
490,0440214424
57,0451187903
282,0451187903
412,0385491050
373,0671036505
1319,0553213504
1320,0446605891
193,0394758285
61,0671004565
1321,0345370805
1199,0375703055
136,0156006529
1322,0156006529
555,0446673544
150,0140256369
1323,0140256369
1324,0312243022
136,0316789844
1325,0679761837
412,0385490445
162,0380725398
1326,0345316770
610,0375700757
612,0070212570
1229,0385480016
720,0061098361
1326,0061093092
110,0821758950
274,0679729917
501,0451411013
1327,0446611239
1328,0446611239
1329,0553580078
714,0425189414
1330,0812909372
1331,0812909372
1332,0451410912
136,0316781266
403,0486280616
1333,0743405978
143,0671032658
1334,0446607835
1335,0446607835
1336,0451402103
1337,0373250223
1338,0380817683
1163,0671701053
1339,0671000381
1340,006101253X
1341,0671689231
921,0380814021
1342,0373711026
1343,0373710992
1344,0373711107
1345,0440217806
920,0373711123
1346,0373711115
1347,0373711131
152,0061098795
1348,0791423549
1349,0791423549
1350,0375725784
1351,0465016146
1351,0465016103
1352,0373226519
270,0380012774
768,225313922X
1353,0142004030
1354,0452281784
1355,0375704558
1356,038533656X
1357,0743230213
1358,0345436911
464,0452284481
1359,0802135196
645,0440217520
1360,0373834985
1361,0679450548
1362,0451135555
733,0345339703
1363,038039586X
1353,0670030643
1364,0060929596
1365,3499232871
1366,0374516901
1367,0440131480
1368,0609600745
1369,0609600745
1370,0375707425
718,0375707425
146,3453151933
85,3453151933
1371,3453151933
1372,0231105592
1373,0590317822
1374,014056232X
1375,0590447319
1376,0440940001
1377,0440401119
1378,0440203155
874,0812565959
1379,034536628X
1380,0880387483
1380,0880387300
1381,0880387300
563,0425163385
715,0743444051
1383,0061056103
1283,0671042262
563,0425157539
161,0553585681
161,0553585118
1384,0886777690
61,0743212002
737,0743212002
1385,3426650754
1386,1854877178
1387,0380803526
1388,0373152655
1389,0373152655
920,0373152655
1390,0451404033
1391,1583140352
1392,1854879073
1393,0821728326
369,037348397X
1394,0380773155
1395,0380773155
116,3404100263
1396,0679731148
1397,2070417700
1398,2070417700
666,2070360075
1399,0786889373
1397,2207245810
1397,2207250474
1400,2207250474
1397,2290331406
1401,2290331406
1397,2070426815
1397,2290305251
761,2070364283
1402,2266128566
1403,2070363104
200,2253152277
1404,2207252000
1405,2207252000
571,2253170453
1406,2723409821
1407,2723409821
1408,2070415686
1409,2070415686
1397,2258036992
1397,2207251756
691,2266000489
1410,2070360423
1411,0394822862
1412,0394822862
1413,0874493803
1414,1569870942
1415,1569870942
1416,1579730272
1417,1579730272
1418,0307177092
1419,2253004898
1420,0812094271
1421,0812094271
1422,0812094271
1423,0380600129
1424,0380600129
1189,0451522389
1425,0451522389
1426,0425169324
631,082176828X
130,0316693324
1427,0553283685
1428,1841215457
1429,0064410358
1430,0007108648
1431,0007108648
803,0064472930
